"TIME","GEO","CITIZEN","SEX","AGE","DECISION","UNIT","Value","Flag and Footnotes"
"2011","France","AO","Females","Total","Total positive decisions","Person","20",""
"2011","France","CM","Total","Total","Total positive decisions","Person","25",""
"2011","France","CM","Males","Total","Total positive decisions","Person","15",""
"2011","France","CM","Females","Total","Total positive decisions","Person","10",""
"2011","France","CF","Total","Total","Total positive decisions","Person","15",""
"2011","France","CF","Males","Total","Total positive decisions","Person","10",""
"2011","France","CF","Females","Total","Total positive decisions","Person","5",""
"2011","France","TD","Total","Total","Total positive decisions","Person","25",""
"2011","France","TD","Males","Total","Total positive decisions","Person","10",""
"2011","France","TD","Females","Total","Total positive decisions","Person","15",""
"2011","France","CG","Total","Total","Total positive decisions","Person","65",""
"2011","France","CG","Males","Total","Total positive decisions","Person","35",""
"2011","France","CG","Females","Total","Total positive decisions","Person","30",""
"2011","France","CD","Total","Total","Total positive decisions","Person","305",""
"2011","France","CD","Males","Total","Total positive decisions","Person","140",""
"2011","France","CD","Females","Total","Total positive decisions","Person","165",""
"2011","France","GQ","Total","Total","Total positive decisions","Person","0",""
"2011","France","GQ","Males","Total","Total positive decisions","Person","0",""
"2011","France","GQ","Females","Total","Total positive decisions","Person","0",""
"2011","France","GA","Total","Total","Total positive decisions","Person","0",""
"2011","France","GA","Males","Total","Total positive decisions","Person","0",""
"2011","France","GA","Females","Total","Total positive decisions","Person","0",""
"2011","France","ST","Total","Total","Total positive decisions","Person","0",""
"2011","France","ST","Males","Total","Total positive decisions","Person","0",""
"2011","France","ST","Females","Total","Total positive decisions","Person","0",""
"2011","France","BI","Total","Total","Total positive decisions","Person","10",""
"2011","France","BI","Males","Total","Total positive decisions","Person","5",""
"2011","France","BI","Females","Total","Total positive decisions","Person","5",""
"2011","France","KM","Total","Total","Total positive decisions","Person","55",""
"2011","France","KM","Males","Total","Total positive decisions","Person","30",""
"2011","France","KM","Females","Total","Total positive decisions","Person","25",""
"2011","France","DJ","Total","Total","Total positive decisions","Person","5",""
"2011","France","DJ","Males","Total","Total positive decisions","Person","0",""
"2011","France","DJ","Females","Total","Total positive decisions","Person","0",""
"2011","France","ER","Total","Total","Total positive decisions","Person","365",""
"2011","France","ER","Males","Total","Total positive decisions","Person","285",""
"2011","France","ER","Females","Total","Total positive decisions","Person","80",""
"2011","France","ET","Total","Total","Total positive decisions","Person","35",""
"2011","France","ET","Males","Total","Total positive decisions","Person","15",""
"2011","France","ET","Females","Total","Total positive decisions","Person","20",""
"2011","France","KE","Total","Total","Total positive decisions","Person","5",""
"2011","France","KE","Males","Total","Total positive decisions","Person","0",""
"2011","France","KE","Females","Total","Total positive decisions","Person","0",""
"2011","France","MG","Total","Total","Total positive decisions","Person","10",""
"2011","France","MG","Males","Total","Total positive decisions","Person","5",""
"2011","France","MG","Females","Total","Total positive decisions","Person","5",""
"2011","France","MW","Total","Total","Total positive decisions","Person","0",""
"2011","France","MW","Males","Total","Total positive decisions","Person","0",""
"2011","France","MW","Females","Total","Total positive decisions","Person","0",""
"2011","France","MU","Total","Total","Total positive decisions","Person","0",""
"2011","France","MU","Males","Total","Total positive decisions","Person","0",""
"2011","France","MU","Females","Total","Total positive decisions","Person","0",""
"2011","France","MZ","Total","Total","Total positive decisions","Person","0",""
"2011","France","MZ","Males","Total","Total positive decisions","Person","0",""
"2011","France","MZ","Females","Total","Total positive decisions","Person","0",""
"2011","France","RW","Total","Total","Total positive decisions","Person","90",""
"2011","France","RW","Males","Total","Total positive decisions","Person","50",""
"2011","France","RW","Females","Total","Total positive decisions","Person","40",""
"2011","France","SC","Total","Total","Total positive decisions","Person","0",""
"2011","France","SC","Males","Total","Total positive decisions","Person","0",""
"2011","France","SC","Females","Total","Total positive decisions","Person","0",""
"2011","France","SO","Total","Total","Total positive decisions","Person","255",""
"2011","France","SO","Males","Total","Total positive decisions","Person","210",""
"2011","France","SO","Females","Total","Total positive decisions","Person","40",""
"2011","France","UG","Total","Total","Total positive decisions","Person","5",""
"2011","France","UG","Males","Total","Total positive decisions","Person","0",""
"2011","France","UG","Females","Total","Total positive decisions","Person","0",""
"2011","France","TZ","Total","Total","Total positive decisions","Person","0",""
"2011","France","TZ","Males","Total","Total positive decisions","Person","0",""
"2011","France","TZ","Females","Total","Total positive decisions","Person","0",""
"2011","France","ZM","Total","Total","Total positive decisions","Person","0",""
"2011","France","ZM","Males","Total","Total positive decisions","Person","0",""
"2011","France","ZM","Females","Total","Total positive decisions","Person","0",""
"2011","France","ZW","Total","Total","Total positive decisions","Person","0",""
"2011","France","ZW","Males","Total","Total positive decisions","Person","0",""
"2011","France","ZW","Females","Total","Total positive decisions","Person","0",""
"2011","France","DZ","Total","Total","Total positive decisions","Person","40",""
"2011","France","DZ","Males","Total","Total positive decisions","Person","25",""
"2011","France","DZ","Females","Total","Total positive decisions","Person","20",""
"2011","France","EG","Total","Total","Total positive decisions","Person","15",""
"2011","France","EG","Males","Total","Total positive decisions","Person","5",""
"2011","France","EG","Females","Total","Total positive decisions","Person","10",""
"2011","France","LY","Total","Total","Total positive decisions","Person","0",""
"2011","France","LY","Males","Total","Total positive decisions","Person","0",""
"2011","France","LY","Females","Total","Total positive decisions","Person","0",""
"2011","France","MA","Total","Total","Total positive decisions","Person","15",""
"2011","France","MA","Males","Total","Total positive decisions","Person","10",""
"2011","France","MA","Females","Total","Total positive decisions","Person","0",""
"2011","France","SS","Total","Total","Total positive decisions","Person","0",""
"2011","France","SS","Males","Total","Total positive decisions","Person","0",""
"2011","France","SS","Females","Total","Total positive decisions","Person","0",""
"2011","France","SD","Total","Total","Total positive decisions","Person","115",""
"2011","France","SD","Males","Total","Total positive decisions","Person","100",""
"2011","France","SD","Females","Total","Total positive decisions","Person","15",""
